"Date","MMM","ABT","ANF","ADBE","AMD","A","APD","AKS","AA","AAPL","ADI","T","BHI","AVP","AZO","BAC","BAX","NVS","BK","CHK","CVX","CB","CIEN","CI","CINF","CSCO","C","CTXS","CLX","CME","EBAY","ECL","ETR","FAST","FDX","FHN","F","GME","GD","GS","HRB","HAL","HOG","HD","IR","INTC","IP","JCP","JNJ","KIM","KLAC","K","KBH","JNPR","JPM","NEM","NSC","NBL","NOC","NUE","OXY","PFE","PBI","PPL"
"04/03/2011",92.19,23.297,58.42,35.27,9.225,33.43,91.22,15.52,16.575,51.429,40.63,27.918,69.73,27.35,265.42,14.12,29.227,57.06,30.06,31.753,103.75,62.69,28.81,43.82,33.25,18.4,45.4,71.88,68.39,60.96,13.47,48.35,72.25,30.925,88.69,11.43,14.42,20.05,76.32,161,14.47,46.84,39.75,37.22,35.815,21.56,26.401,34.11,61.06,18.19,51.21,54.33,13.08,44.11,45.52,54.27,65.3,46.85,60.5,47.94,98.946,19.66,24.66,23.718
"07/03/2011",92.4,23.206,57.03,34.72,8.84,32.801,89.56,15.04,16.25,50.766,39.62,27.9,69.46,27.27,263.25,14.03,28.852,56.19,29.85,31.64,103.01,62.11,25.98,43,33.01,18.2,45.2,71.2,67.91,60.774,13.258,47.42,72.94,30.63,88.26,11.3,14.01,19.71,75.45,159.15,14.62,46.44,40.75,36.87,36.022,21.21,25.928,34.41,60.4,18.15,49.25,54.17,12.86,44.32,45.19,53.68,64.84,46.735,59.683,46.88,99.311,19.61,24.53,24.126
"08/03/2011",93.75,23.302,57.35,35.29,8.99,32.873,89.88,15.02,16.49,50.823,39.82,28.45,68.96,27.3,267.96,14.69,28.82,55.48,30.59,30.836,103.77,62.59,25.683,43.47,33.563,18.22,46.4,72.49,68.22,60.702,13.329,47.95,73.3,31.22,89.95,11.62,14.47,19.82,76.56,161.3,15.02,45.72,41.62,37.04,36.717,21.13,26.105,35.26,60.71,18.34,49.79,54.54,13.58,44.46,46.4,53,65.66,45.515,60.681,47.2,96.807,19.68,24.94,23.7
"09/03/2011",93.17,23.479,55.69,35.13,8.67,32.93,89.59,14.97,16.3,50.353,38.51,28.79,68.33,27.72,268.21,14.59,28.836,55.11,30.13,31.734,102.14,62.28,24.33,44.12,33.48,18.12,46.5,72.8,68.13,59.972,13.186,47.64,74.18,31.385,90.78,11.5,14.29,19.76,76.98,162.35,15.19,45.27,41.02,37.67,36.821,21.2,26.066,36.94,60.4,18.44,47.5,54.9,13.53,43.33,46.56,52.58,65.4,45.58,61.053,46.29,96.759,19.66,24.98,23.922
"10/03/2011",90.01,23.206,53.85,34.86,8.42,32.093,87.9,14.62,15.8,49.524,37.92,28.61,66.75,27.33,266.71,14.26,28.309,54.66,28.81,30.363,99.08,61.05,23.63,42.94,32.97,17.92,45.4,70.4,67.78,59.188,13.081,47.99,73.63,30.795,89.95,11.32,14.06,19.58,75.35,160.27,15.84,43.75,40.08,37.07,36.525,20.79,25.336,36.81,59.61,17.89,45.77,54.9,13.17,41.35,45.53,51.49,64.95,43.765,60.155,45.07,93.459,19.36,24.56,23.607
"11/03/2011",91.61,23.187,55.08,34.61,8.65,32.422,87.02,15.46,16.03,50.284,38.15,28.46,68.99,27.16,265.93,14.38,28.575,54.83,28.96,31.034,99.93,61.39,24.93,43.57,33.08,17.95,45.7,71.74,68.08,59.114,13.014,48.66,73.69,30.91,90.71,11.44,14.36,19.77,76.13,160.68,15.82,44.46,40.96,37.14,37.14,20.87,25.622,37.67,59.69,18.05,46.13,55.04,13.19,42.89,45.74,52.12,66.53,44.825,59.964,47.09,94.726,19.47,24.68,23.44
"14/03/2011",91.02,23.072,55.22,34.08,8.43,32.065,86.88,15.25,16.12,50.509,38.17,28.19,69.65,26.81,264.81,14.23,28.32,54.2,28.79,31.744,100.8,61.09,24.66,42.96,32.83,17.85,45.4,71.06,67.62,58.268,12.95,48.82,70.09,30.625,88.63,11.14,14.3,19.82,75.48,158.43,16.06,45.06,40.83,36.68,36.597,20.84,25.573,36.85,59.13,17.71,45.85,54.54,13.11,43.05,45.3,52.33,65.93,44.98,60.164,46.85,94.985,19.81,24.48,23.421
"15/03/2011",89.5,22.799,54.76,33.04,8.28,31.335,85.73,15.62,16.04,49.347,37.6,27.81,70.42,26.76,263.14,13.96,27.837,53.67,28.75,31.791,101.23,60.15,24.66,42.4,32.35,17.39,44.4,69.34,67.69,57.18,12.812,48.91,68.49,30.255,87.79,11.14,14.67,20.53,74.83,157.25,15.91,44.01,40.85,36.29,36.789,20.18,25.405,36.58,58.48,17.6,45.58,54.07,13.21,42.24,44.61,52.1,65.56,45.375,59.992,46.57,93.977,19.76,24.1,22.809
"16/03/2011",87.55,22.35,53.67,32.09,8.12,30.27,84.12,15.58,15.655,47.144,36.54,27.33,67.43,26.16,261.31,13.69,27.282,52.75,28.2,32.775,99.51,60.29,25.07,41.41,31.99,17.05,43.9,67.74,67.61,56.058,12.513,48.14,66.65,29.77,85.28,11.02,14.18,20.54,73.75,154.38,15.82,42.94,40.13,35.68,36.302,19.808,25.267,36.15,57.66,17.18,44.39,53.65,12.71,41.98,43.81,50.39,64.33,43.99,58.912,44.79,92.021,19.3,23.73,22.595
"17/03/2011",88.69,22.613,53.29,31.835,8.31,30.355,86.25,15.56,16.01,47.806,37.36,27.74,69.52,26.25,261.95,13.98,27.733,53.79,28.78,32.16,102.24,60.81,24.74,41.72,32.38,17,44.5,67.76,67.94,57.438,12.605,47.82,65.47,30.24,87.89,11.11,14.26,20.98,73.96,155.75,15.89,44.36,40.22,35.76,36.908,19.9,25.928,35.94,58.13,17.46,45.15,53.45,13,40.88,44.56,50.82,65.84,46.315,60.291,45.24,93.872,19.88,23.86,22.66
"18/03/2011",88.98,22.924,52.96,31.99,8.55,30.706,88,15.27,16.11,47.239,37.82,27.94,68.5,26.59,262.98,14.04,28.13,53.69,28.88,31.564,102.8,60.83,23.1,41.61,32.6,17.14,45,66.64,68.81,57.158,12.824,47.74,65.64,30.465,89.28,11.39,14.49,20.96,74.38,159.96,16.07,44.19,40.29,36,37.204,19.93,26.49,36.22,58.57,17.68,44.78,54.17,13.09,40.26,45.74,50.89,66.28,46.655,60.736,45.37,94.323,20.18,24.41,22.818
"21/03/2011",90.95,22.981,54.32,32.34,8.55,31.428,88.38,15.36,16.551,48.471,38.12,28.26,70.61,27.22,264.09,14.05,28.619,54.39,29.07,31.923,105.19,62.09,24.02,41.96,32.88,17.388,44.325,68.33,69.57,57.99,12.87,48.7,65.69,30.985,89.86,11.36,14.59,21.19,75.71,160.21,16.23,45.73,40.97,36.43,38.457,20.19,26.727,36.2,58.83,17.81,45.955,54.1,13.35,40.54,45.63,51.7,67.81,47.92,61.888,45.65,96.865,19.975,24.56,22.902
"22/03/2011",90.7,22.948,54.87,32.88,8.36,30.885,87.87,15.15,16.45,48.743,37.97,28.1,70.61,26.96,264.72,13.88,28.608,54.73,29.14,31.876,105.23,61.75,22.32,41.89,32.59,17.45,44.2,66.84,69.15,58.184,12.719,48.77,66.9,30.87,88.29,11.19,14.34,21.02,76.04,160.79,16.11,45.7,39.9,36.29,37.89,20.145,26.441,35.86,58.79,17.84,45.56,53.97,13.23,39.13,45.47,53.17,67.3,48.015,61.67,45.7,96.078,19.94,24.32,22.707
"23/03/2011",92.14,22.962,55.05,31.68,8.59,31.228,88.55,15.42,16.95,48.456,38.38,28.14,71.23,27.14,270.06,13.65,28.478,54.35,29.03,31.904,105.48,61.75,22.89,41.44,32.33,17.58,44,67.92,68.84,59.766,12.908,49.38,66.94,31.14,88.96,11.07,14.31,21.11,76.23,159.53,16.26,46.39,40.1,36.62,37.89,20.29,26.539,36.05,58.72,17.55,46.12,53.66,13.29,40.12,45.6,54.83,66.68,48.11,61.479,46.06,96.021,19.92,24.29,22.642
"24/03/2011",92.58,23.019,56.24,32.59,8.83,31.4,89.84,15.43,17.11,49.281,39.1,28.54,71.32,27.43,272.11,13.48,28.842,55.35,29.26,32.046,105.38,62.14,24.25,42.43,32.44,17.36,44.3,70.335,69.65,59.662,13.367,49.65,67,31.46,90.79,11.14,15.04,21.73,76.85,159.91,16.47,45.97,40.14,37.36,38.313,20.38,26.914,36.63,59.03,17.68,47.19,53.59,13.24,40.82,45.73,54.52,67.75,48.04,61.733,46.37,95.723,20.3,24.63,22.697
"25/03/2011",92.27,22.981,56.77,32.64,8.88,31.492,89.94,15.63,17.09,50.22,39.02,28.85,71.08,27.43,275.49,13.34,28.749,55.43,29.45,32.387,106.78,62.37,24,42.6,32.47,17.28,44.6,70.14,69.48,59.172,13.342,49.61,66.61,31.605,90.28,11.29,15.01,21.72,76.51,157.97,16.56,46.04,40.96,37.42,38.457,20.37,27.397,37.03,58.98,17.75,46.86,53.39,13.36,40.9,45.86,53.96,68.68,48.71,62.069,46.56,96.74,20.35,25.18,22.799
"28/03/2011",92.12,23.005,55.44,32.43,8.69,31.435,89.89,15.61,17.24,50.063,38.96,29.36,73.76,27.15,270.93,13.37,28.956,55.07,29.3,31.271,106.04,63.19,23.4,42.57,32.38,17.19,44.3,69.61,69.68,59.1,12.769,49.97,66.6,31.58,93.02,11.34,14.86,21.97,75.93,156.47,16.65,47.9,40.54,36.65,38.241,20.34,27.21,35.97,59.24,17.72,47.3,53.74,13.19,40.07,45.96,53.27,68.77,48.135,61.606,46.24,96.759,20.27,25.18,22.753
"29/03/2011",92.84,23.149,56.71,32.62,8.68,31.864,90.28,16.42,17.49,50.137,39.5,30.05,74.16,27.27,273.44,13.35,28.858,54.44,29.33,31.564,107.37,64.01,24.34,42.76,32.56,17.44,44.5,70.04,70,59.604,13.081,49.99,67.33,31.985,93.04,11.05,14.84,22.32,76.27,158.47,16.8,49,41.37,37.7,38.441,20.28,28.491,36.18,59.22,17.91,47.54,53.88,12.94,40.76,46.02,53.49,69.56,48.85,61.879,46.62,99.56,20.38,25.23,23.013
"30/03/2011",92.47,23.426,58.09,32.95,8.79,32.243,90.19,16.28,17.64,49.804,39.5,30.71,73.9,27.8,273.94,13.45,28.814,54.46,29.67,32.472,108.01,64.17,25.58,43.52,32.97,17.33,44.5,72.24,70.03,60.65,13.312,50.3,68,32.245,93.75,11.15,14.86,22.63,76,159.07,16.76,49.5,42.3,37.57,38.952,20.46,29.319,36.64,59.38,18.17,47.62,53.9,12.62,41.86,46.45,54.12,68.99,49,62.223,46.63,99.531,20.338,25.55,23.328
"31/03/2011",93.5,23.469,58.7,33.16,8.6,32.022,90.18,15.78,17.66,49.787,39.38,30.61,73.43,27.04,273.56,13.33,29.211,54.35,29.87,31.706,107.49,64.7,25.94,44.28,32.79,17.15,44.2,73.46,70.07,60.31,13.064,51.02,67.21,32.415,93.55,11.21,14.91,22.52,76.56,158.6,16.74,49.84,42.49,37.06,38.561,20.18,29.753,35.91,59.25,18.34,47.32,53.98,12.44,42.08,46.1,54.58,69.27,48.325,62.71,46.02,100.232,20.31,25.69,23.477
"01/04/2011",93.13,23.622,59.3,34.16,8.36,32.279,90.48,15.88,17.47,49.223,39.16,30.62,72.41,27.46,274.67,13.37,29.287,54.24,30.27,31.687,108.32,65.84,25.35,44.56,32.99,17.04,44.5,75.26,70.86,60.854,13.199,51.57,67.64,32.925,95,11.39,15.16,22.92,77.42,160.23,17.44,49.34,42.15,37.56,38.569,19.72,29.99,36,59.49,17.91,46.8,54,12.43,41.26,46.35,54.37,69.32,47.835,62.97,46.2,100.049,20.38,25.64,23.848
"04/04/2011",93.64,24.043,59.17,34.37,8.1,32.057,90.74,15.97,17.56,48.741,38.5,30.77,72.62,27.52,274.28,13.44,29.499,54.57,30.41,31.999,108.23,66.96,25.07,44.44,33.34,17.06,44.3,75.41,70.61,61.022,13.211,51.66,67.34,33.06,95.12,11.37,15.55,22.57,73.37,158.9,17.67,49.5,41.92,37.47,38.273,19.49,29.645,35.88,60.15,17.94,46.43,54.23,12.2,39.76,46.34,54.59,69.58,48.605,62.58,46.87,99.301,20.54,25.63,23.959
"05/04/2011",93.39,23.919,65.57,34.18,8.11,32.422,92.22,16.54,18.05,48.413,38.38,30.7,73,27.39,276.64,13.47,29.146,54.88,30.4,31.98,109.33,66.43,26.55,43.76,33.21,17.22,44.7,75.65,69.69,60.974,13.401,52.01,66.74,33.37,94.19,11.35,15.79,23.58,74.6,158.91,17.79,49.73,41.75,37.6,38.233,19.71,30.246,36.95,59.8,17.92,46.16,53.95,11.69,39.38,46.58,56.98,68.75,48.57,62.21,47.46,98.543,20.45,25.66,23.718
"06/04/2011",93.82,24.249,67.59,34.24,8.43,32.386,92.49,16.34,18.13,48.291,39.28,30.47,71.22,27.91,276.59,13.72,29.216,55.12,30.29,31.857,108.66,66.48,26.65,43.84,33.53,18.07,45.9,73.18,70.39,61.72,13.405,51.75,67.22,34.305,94.59,11.6,15.73,23.9,74.74,161.89,17.52,48.41,40.42,37.5,38.169,19.95,29.911,36.94,59.66,17.99,46.17,54.26,11.84,38.83,47.64,56.45,68.64,48.47,62.36,47.64,96.922,20.29,25.63,23.727
"07/04/2011",93.19,24.158,68.54,34.48,8.41,32.086,91.4,16.18,18.12,48.297,39.33,30.54,71.22,27.82,275.84,13.61,29.091,55.6,30.42,32.623,108.94,65.81,26.24,43.35,33.2,17.91,45.8,74.11,70.17,61.186,13.27,51.47,66.65,33.91,93.91,11.55,15.53,24.03,74.95,162.4,17.97,48.23,40.19,37.83,38.648,20.03,29.704,37.54,59.48,17.68,44.06,54.03,11.82,38.88,47.4,58.29,68.13,48.265,62.54,47.47,97.009,20.33,25.54,23.829
"08/04/2011",93.22,24.158,67.46,34.15,8.47,32.1,92.01,15.78,17.92,47.866,39.06,30.71,71.57,27.98,276.26,13.48,29.189,55.3,30.22,32.179,109.66,65.79,26.14,43.13,32.92,17.65,45.6,73.42,69.42,61.072,13.106,51.52,66.3,33.665,91.16,11.46,15.33,23.81,74.51,160.96,17.42,48.13,39.56,37.46,38.297,20.02,29.477,37.2,59.46,17.54,43.7,53.94,11.61,38.32,46.84,57.99,67.69,48.475,62.38,46.42,99.493,20.46,25.16,24.006
"11/04/2011",93.8,24.359,69.45,34.38,8.42,32.172,91.19,15.26,17.77,47.257,38.44,30.66,69.31,28.01,272.93,13.49,29.488,55.19,30.14,31.536,107.78,66.62,25.31,43.98,33,17.47,45.3,74.86,69.94,60.8,13.127,51.3,65.44,33.75,92.53,11.45,14.86,23.75,73.75,161.47,17.4,46.93,39.33,37.6,38.417,20.12,28.56,38.02,59.86,17.58,43.42,54.71,11.49,38.58,46.86,56.95,67.66,47.37,62.95,46.26,96.328,20.67,25.18,23.839
"12/04/2011",92.37,24.417,67.93,34.09,8.26,32.136,89.78,15.28,16.7,47.486,37.75,30.47,67.55,27.96,277.77,13.47,29.51,55.26,29.96,30.202,104.18,66.61,25.4,44.65,32.47,17.44,45.5,73.65,70.14,60.334,12.921,50.78,65.36,32.27,94.08,11.39,14.91,23.8,72.92,160.42,17.31,45.34,39.47,37.76,37.571,19.76,28.393,37.77,59.94,17.46,42.36,54.65,11.34,37.85,46.64,57.24,67.77,45.795,62.84,45.21,92.951,20.46,24.99,24.943
"13/04/2011",92.86,24.139,68.59,34.21,8.2,33.316,90.08,15.2,16.55,48.019,37.85,30.18,68.31,28,279.76,13.27,29.412,55.27,29.63,30.646,103.81,66.4,26.54,44.25,32.28,17.25,45,74.81,69.42,60.926,12.908,50.46,65.53,32.335,93.43,11.02,14.98,25.36,71.81,160.17,17.61,45.51,40.15,37.67,37.778,19.78,28.422,37.35,59.6,17.46,42.41,54.89,11.29,38.35,46.25,56.32,67.83,46.255,61.53,44.85,92.941,20.46,24.95,24.859
"14/04/2011",92.94,24.402,68.03,34.33,8.19,33.345,90.57,15.44,16.55,47.489,37.67,30.29,69.31,28.21,278.85,13.13,29.211,55.71,29.79,30.883,104.88,66.2,26.7,44.33,32.03,17.17,44.3,74.07,69.64,61.106,12.984,50.46,65.76,32.515,92.94,10.9,14.81,25.41,71.46,155.79,17.6,46.14,40.47,37.84,37.291,19.58,28.836,37.15,60.02,17.72,42.48,55.25,11.21,38.49,44.97,57.53,66.98,46.375,61.29,44.97,93.574,20.491,25.13,24.822
"15/04/2011",92.82,24.833,70.01,34.51,8.27,33.967,91.82,15.35,16.52,46.78,38.16,30.65,70.48,28.34,280.08,12.82,29.857,55.96,29.72,30.959,106.24,65.88,26.41,44.48,32.18,17.03,44.2,74.46,69.64,61.36,13.304,50.94,66.52,32.475,92.58,10.87,14.71,26.4,71.88,155.13,17.66,46.82,40.55,38.17,37.339,19.75,29.526,37.26,60.56,18.05,42.8,55.37,11.39,38.38,44.89,57.75,67.74,46.93,61.29,45.23,94.735,20.53,25.51,25.054
"18/04/2011",91.45,24.536,68.25,33.85,8.2,33.309,90.51,15.39,16.13,47.407,37.02,30.31,70.71,28.27,279.32,12.42,29.336,54.23,29.2,30.249,104.5,64.85,25.78,43.14,31.63,16.73,44.2,72.735,69.23,60.78,13.11,50.74,65.97,31.87,91.96,10.81,14.62,26.14,70.79,153.78,17.67,47.14,39.71,37.76,36.868,19.62,28.747,36.82,60.46,18.05,41.58,55.17,11.3,38.26,43.96,57.87,66.9,45.985,60.42,44.78,93.104,20.4,25.36,24.897
"19/04/2011",91.86,24.445,68.13,33.65,8.27,33.423,92.06,16.08,16.44,48.266,37.34,30.31,73.02,28.21,278.28,12.34,29.2,56.24,28.35,30.249,105.4,64.48,25.9,43.35,31.56,16.61,45.3,72.59,68.79,60.4,13.11,51.37,67.13,31.78,91.85,10.81,14.66,26.56,71.06,151.86,17.69,49.01,37.61,37.77,37.419,19.86,29.132,37.04,62.69,18.29,41.78,55.2,11.66,38.47,44.65,58.63,67.25,46.615,60.62,45.7,94.687,20.53,25.2,24.832
"20/04/2011",93.76,24.306,69.67,33.69,8.63,34.782,93.72,16.18,16.64,48.916,38.98,30.13,74,28.85,283.96,12.27,29.618,57.92,28.54,30.467,107.81,64.32,26.8,43.88,31.86,16.93,45.7,75.88,69.27,61.992,13.367,51.36,67.7,32.42,93.23,10.73,15.09,26.35,72.37,152.7,17.83,49.68,37.87,37.94,38.976,21.41,29.477,37.58,64.39,18.57,44.63,55.59,11.73,39.26,44.56,58.85,66.68,48.055,61.83,46.48,96.75,20.39,25.65,25.064
"21/04/2011",93.92,24.785,69.61,33.48,8.71,35.282,93.92,16.07,16.97,50.099,39.1,30.68,74.48,28.89,284.85,12.31,30.743,57.09,28.4,30.921,108.13,65.32,27.52,45.29,32.12,16.94,45.5,76.37,69.52,61.948,13.447,51.75,68.06,32.77,93.94,10.35,15.43,26.54,72.25,153.51,17.65,50.48,38.16,37.8,40.069,21.46,29.576,37.39,64.07,18.67,42.6,55.38,11.42,40.08,44.68,59.23,66.27,47.78,61.74,46.15,96.433,19.79,25.64,24.962
"25/04/2011",94.12,24.555,69.28,33.23,8.7,34.453,94.03,15.94,16.89,50.43,39.16,30.55,73.74,28.53,282.5,12.44,30.439,57.17,28.33,30.751,107.42,65.45,27.46,45.3,32.17,17.1,45.2,77.87,68.54,61.45,13.872,52.01,68.65,32.65,93.85,10.57,15.54,26.49,72.14,152.19,17.88,50.63,37.55,37.56,40.053,21.94,29.122,37.88,64.11,18.74,42.66,55.34,11.57,39.79,44.61,57.79,67.04,47.5,61.47,45.1,96.299,20.14,25.65,25.008
"26/04/2011",95.94,24.771,70.47,33.13,8.88,35.325,95.11,16.96,17.031,50.06,39.98,30.94,74.06,28.95,282.07,12.23,30.933,57.95,28.7,31.299,108.75,65.37,27.64,45.5,32.41,17.52,45.1,77.19,68.56,62.146,13.923,51.73,69.16,33.055,94.49,10.78,15.66,26.29,72.64,153.27,17.81,50.96,37.76,37.21,40.452,22.48,29.753,38.85,64.95,18.89,43.95,55.76,11.72,39.05,45.12,57.85,68.42,47.525,62.49,46.39,98.716,20.19,25.87,25.175
"27/04/2011",96.47,24.967,71.76,33.65,8.95,35.776,94.82,16.46,17.18,50.021,40.55,31.42,77.28,29.28,281.5,12.33,31.004,58.27,28.89,31.327,108.97,66.19,27.8,45.92,32.64,17.19,45.1,77.83,69.23,61.978,14.323,52.75,69.64,33.635,94.8,10.81,15.58,26.22,72.72,152.86,17.51,50.5,37.81,37.32,40.54,22.63,29.556,38.74,65.57,18.99,44.07,56.34,12.01,38.77,45.5,58.95,68.41,47.665,62.9,46.28,98.802,20.63,26.16,25.398
"28/04/2011",97.23,25.019,71.52,34.02,9.07,35.983,95.68,16.32,17.09,49.536,40.54,31.37,78,29.39,282.48,12.42,31.145,58.86,28.58,31.422,108.81,67.28,27.8,46.97,31.61,17.29,45.9,85.37,69.79,60.81,14.31,52.9,69.98,33.55,95.28,10.82,15.5,26.2,71.55,150.6,17.6,50.26,37.26,37.47,40.468,22.8,30.049,38.92,65.38,19.45,43.36,56.84,11.92,38.47,45.85,58.79,73.87,48.055,63.09,46.49,100.846,20.83,26.18,25.453
"29/04/2011",97.21,24.9,70.8,33.55,9.1,35.69,95.52,16.25,17,50.019,40.31,31.12,77.41,29.38,282.38,12.28,30.911,59.17,28.96,31.848,109.44,67.25,28.24,46.83,31.68,17.52,45.9,84.34,69.66,59.154,14.474,52.76,69.72,33.545,95.67,10.95,15.47,25.68,72.82,151.01,17.29,50.48,37.26,37.15,40.309,23.15,30.443,38.45,65.72,19.54,43.9,57.27,11.81,38.33,45.63,58.61,74.68,48.135,63.61,46.96,109.632,20.97,24.56,25.453
"02/05/2011",96.92,25.163,71.06,33.55,9.03,36.069,94.77,15.72,17.22,49.469,40.39,31.21,74.3,29.57,281.18,12.34,31.297,59.36,28.81,31.432,108.18,66.8,27.62,46.4,31.44,17.58,44.9,82.56,69.99,59.428,14.158,52.58,69.2,33.445,94.37,10.86,15.45,25.78,73.59,151.3,17.48,48.92,37.7,37.35,40.269,22.91,31.833,38.44,66.21,19.66,43.68,57.27,11.62,37.59,45.18,57.57,74.61,46.675,64.17,45.65,111.023,21.02,24.75,25.49
"03/05/2011",96.83,25.287,70.63,33.49,8.8,36.183,94.36,15.83,17.67,49.743,40.18,31.86,72.97,30.91,283.44,12.6,31.542,59.57,28.94,29.634,106.17,67.51,27.62,46.5,31.3,17.41,45.2,81.41,67.47,58.344,14.116,52.25,69.52,33.125,94.22,11.2,15.38,25.86,74.31,151.87,17.24,47.89,37.03,37.35,40.333,23.23,31.587,38.63,66.26,19.39,43.05,57.44,11.56,37.5,45.92,56.22,74.65,45.3,65.05,46.09,107.09,20.44,24.7,25.481
"04/05/2011",96.2,25.33,70.69,33.22,8.79,35.397,93.09,15.47,17.47,49.939,40.4,31.79,72.22,30.32,283.35,12.49,31.531,60.35,28.75,29.067,104.68,66.47,27.14,45.92,31.22,17.47,45.15,80.59,67.89,57.446,13.893,52.18,69.3,33.11,92.64,11.2,15.15,25.68,73.71,151.52,16.97,47.35,36.77,37.19,39.83,23.5,31.222,39.42,65.67,19.4,43.83,56.76,11.67,37.29,45.5,56.43,72.31,44.565,64.47,45.35,104.452,20.64,24.69,25.574
"05/05/2011",94.92,25.153,73.28,32.94,8.87,35.161,92.15,15.09,17.01,49.536,40.34,31.22,69.74,28.71,285.28,12.3,31.123,59.56,28.55,29.19,102.62,66.8,27.48,47.18,30.77,17.48,44.8,81.1,68.44,57.206,13.754,51.67,68.7,32.96,95.29,10.94,15.08,25.87,73.69,150.41,17.2,46.85,36.99,37.01,39.311,23.61,30.887,37.46,65.01,19.34,44.52,56.55,12.03,37.54,45.17,54.69,72.22,43.915,64.15,44.7,101.642,20.39,24.71,25.416
"06/05/2011",95.6,25.129,73.54,33.4,8.92,35.561,92.5,14.91,17.15,49.523,40.53,31.26,69.27,29.04,281.56,12.31,31.395,59.89,28.59,29.275,102.88,67.24,27.06,46.88,30.95,17.56,45.2,81.76,68.63,58.318,13.771,51.88,69.33,33.18,95.65,10.99,15.11,25.46,74.44,150.1,17.24,46.67,37.78,36.99,39.973,23.25,31.321,37.28,65.27,19.07,44.96,56.75,11.88,37.14,45.04,53.72,72.95,44.07,64.45,44.21,102.083,20.55,24.63,25.546
"09/05/2011",95.99,25.196,73.98,33.97,8.94,35.669,93.63,15.19,17.53,49.657,40.82,31.35,71.65,29.15,284.64,12.18,32.009,60.31,28.57,29.606,104.09,67.36,26.92,47.17,31.27,17.6,44.16,81.64,69.46,59.002,13.94,52.47,69.02,33.39,94.91,10.49,15.08,25.48,74.57,149.12,15.93,48.06,37.58,36.96,40.604,22.76,31.754,36.89,65.63,19.27,45.01,56.41,11.52,37.3,44.96,54.68,73.14,44.615,64.81,44.95,103.1,20.6,24.74,25.388
"10/05/2011",95.71,25.283,75.53,34.75,8.94,36.233,94.74,15.17,17.52,49.921,41.37,31.69,72.25,29.31,286.41,12.28,32.079,60.31,28.86,29.909,104.36,68.45,27.91,47.43,31.53,17.79,44.2,83.89,69.52,59.758,14.28,52.73,69.1,33.665,95.74,10.74,15.15,25.78,74.49,150.4,15.64,48.39,38.5,37.27,41.57,23.03,32.395,37.39,65.76,19.64,45.01,56.99,11.43,37.81,45.16,54.65,74.22,45.17,65.02,44.96,102.62,20.86,25.01,25.769
"11/05/2011",95.52,25.383,75.86,35.4,8.88,35.776,92.98,14.59,17.05,49.604,40.75,31.38,69.57,29.69,286.38,12.25,31.884,60.12,28.34,29.247,102.26,67.91,27.36,47.72,31.02,17.78,42.92,82.34,69.63,59.408,14.019,52.07,68.94,33.19,95.16,10.6,15.15,25.8,74.74,147.88,15.86,46.43,37.78,37.23,40.197,23.41,32.139,37.64,66.57,19.24,44.3,56.66,11.27,38.47,44.23,53.41,73.03,43.815,64.99,44.26,99.407,20.61,24.62,25.787
"12/05/2011",96.65,25.613,75.2,35.86,8.93,35.99,92.27,14.7,17.15,49.51,41.47,31.64,70.4,30.38,287.89,12.2,32.253,61.22,28.49,28.83,102.76,68.49,27.31,48.05,31.29,16.93,42.42,83.98,70.83,59.528,14.133,52.69,69.78,33.52,94.96,10.43,15.26,25.93,74.81,142.75,15.96,46.64,38.13,37.29,40.54,23.705,31.863,38.52,67.19,19.14,44.89,57.5,11.22,39.81,44.09,53.26,72.98,43.695,65.36,44.28,98.889,20.89,24.76,26.01
"13/05/2011",96.01,25.594,74.26,35.33,8.9,37.599,90.66,14.23,17.1,48.643,40.79,31.41,69.27,30.18,286.3,11.93,32.177,60.89,28.07,28.168,102.39,67.8,27,48.69,30.91,16.88,41.53,83.73,70.94,58.872,14.129,52.07,68.99,33.305,93.58,10.26,15.08,26.72,74.37,141.46,15.82,46,38.12,37.01,40.005,23.41,30.926,38.44,66.62,18.98,44.43,57.56,11.07,39.63,43.15,52.78,71.57,43.815,64.86,42.96,98.188,20.92,24.58,25.917
"16/05/2011",95.46,25.838,72.7,34.39,8.67,37.413,90.87,14.1,16.92,47.614,40.55,31.06,68.77,30.26,283.65,11.86,32.433,61.19,28.12,28.017,101.65,67.63,26.04,48.58,30.92,16.6,41.19,81.14,70.77,59.686,13.624,52.17,68.89,33.145,93.18,10.3,15.13,26.48,74.24,140.6,15.87,45.43,37.22,36.98,39.694,23.64,31.005,37.21,66.37,19.14,43.48,57.26,11.16,39.12,42.88,52.94,71.37,43.04,64.78,43.08,96.884,20.98,24.54,25.75
"17/05/2011",93.86,25.598,73.17,34.72,8.54,36.591,89.51,14.33,16.45,48.02,40.23,31.12,68.86,30.15,281.48,11.9,32.367,60.8,28.41,27.516,100.41,68.59,25.55,48.13,30.93,16.64,41.54,81.56,70.73,59.048,13.742,51.36,68.99,32.87,92.59,10.56,14.97,26.35,73.5,140.81,16.05,45.33,36.83,37.4,38.672,23.55,30.788,36.71,66.4,19.08,42.59,57.28,10.91,38.56,43.81,53.53,70.85,43.955,64.54,42.56,97.268,21.14,24.41,26.159
