"Date","AMD","JNPR","IR","IP","KBH","HRB","ADI","MMM","KLAC","AVP","A","CSCO","FDX","CB","NEM"
"15/10/2014",2.61,19.13,53.94,45.72,14.62,28.69,44.12,134.22,67.46,11.32,37.034,22.96,153.82,103.11,22.7
"16/10/2014",2.64,19.19,54.91,46.13,14.56,29.39,44.6,135.05,68.23,11.32,36.977,22.82,151.93,102.92,22.72
"17/10/2014",2.72,19.48,56.48,46.66,15.51,29.91,44.94,137.4,68.44,11.25,37.378,23.25,156.12,104.61,22.4
"20/10/2014",2.67,19.8,57.15,48.39,15.89,30.23,45.32,137.6,69.56,11.53,37.435,22.93,155.87,105.09,22.85
"21/10/2014",2.77,20.18,58.34,49.82,16.01,30.51,46.715,140.93,71.38,11.57,38.615,23.51,159.88,106.7,22.9
"22/10/2014",2.64,19.68,57.74,48.89,15.96,30.26,46.02,138.95,70.3,11.38,37.935,23.26,158.47,105.84,22.59
"23/10/2014",2.69,20.32,60.01,49.58,16.27,30.8,46.42,145.05,71,11.5,38.407,23.565,162.5,105.4,22
"24/10/2014",2.68,19,60.26,49.92,16.43,30.93,46.85,148.59,75.9,11.48,38.65,23.78,163.88,106.9,21.95
"27/10/2014",2.66,19.72,60.18,48.96,16.47,30.97,46.62,149.56,75.06,11.19,38.608,23.76,165.22,108.17,21.63
"28/10/2014",2.72,20.71,62,49.77,16.55,31.45,46.99,151.06,76.1,11.14,39.087,24.065,168.2,109.04,21.85
"29/10/2014",2.77,20.96,61.48,49.14,16.18,31.56,47.31,151.01,76.3,10.96,38.972,24.1,165.77,108.37,20.81
"30/10/2014",2.75,20.97,61.73,50.3,16.1,31.66,47,152.1,76.36,9.97,38.844,24.08,165.29,108.96,20.33
"31/10/2014",2.8,21.07,62.62,50.62,15.74,32.31,49.62,153.77,79.15,10.4,39.53,24.47,167.4,109.3,18.76
"03/11/2014",2.87,21.07,61.81,50.62,15.99,32.22,49.72,153.3,79.95,10.62,40.84,24.58,167.2,108.8,19.12
"04/11/2014",2.83,21.19,61.34,52.6,15.69,32,49.45,155.05,80.03,10.2,40.18,24.88,166.96,109.73,18.66
"05/11/2014",2.8,21.43,62.2,52.38,15.77,32.25,50.03,155.69,81.28,10.24,40.13,25.15,169.42,110.5,17.83
"06/11/2014",2.76,21.61,63.16,52.47,15.98,32.41,50.22,156.05,80.83,10.33,41.37,25.26,171.7,110.73,18.2
"07/11/2014",2.78,21.91,63.51,52.87,16.34,32.69,50.24,156.55,80,10.58,40.93,25.33,171.22,110.81,19.19
"10/11/2014",2.76,21.5,63.42,53.66,16.46,32.9,50.42,157.66,80.51,10.49,41.53,25.15,171.74,111.51,18.06
"11/11/2014",2.73,20.28,63.05,53.62,17.08,32.93,50.14,157.11,80.19,10.46,41.66,25.15,172.34,111.02,18.7
"12/11/2014",2.71,20.87,63,54.05,16.87,32.94,50.255,157.68,79.73,10.58,41.45,25.11,171.8,110.77,18.46
"13/11/2014",2.66,20.45,62.53,54.72,16.81,32.25,50.21,158.35,79.44,10.26,41.45,25.68,171.57,110.65,18.24
"14/11/2014",2.61,20.99,62.59,54.43,17.03,32.54,50.62,158.85,80.33,10.07,41.57,26.32,171.56,110.62,19.15
"17/11/2014",2.67,21.33,62.52,54.84,17.16,32.41,50.35,158.69,79.02,9.99,41.24,26.465,171.32,111.14,19.24
"18/11/2014",2.65,21.58,62.76,54.98,17.07,32.5,51.26,160.15,80.71,9.9,40.8,26.595,172,111.23,19.9
"19/11/2014",2.63,21.46,62.7,54.32,17.07,32.56,50.75,158.83,81.01,9.43,40.8,26.59,171.68,112.32,19.11
"20/11/2014",2.69,21.39,63.02,53.74,17.46,32.93,51.17,159.36,80.695,9.55,41.26,26.81,172.5,112.68,19.58
"21/11/2014",2.77,21.85,63.47,53.62,17.67,33.24,51.65,160.16,81.515,9.87,42.25,26.88,174.46,112.56,19.69
"24/11/2014",2.83,22.05,63.77,53.65,17.84,33.37,51.8,159.88,83.71,9.77,42.25,27.03,175.53,113.39,19.17
"25/11/2014",2.83,22.26,63.84,53.94,17.81,33.45,51.71,158.06,84.18,9.82,42.71,27.28,174.86,113.55,19.71
"26/11/2014",2.84,22.2,63.49,53.37,17.86,33.42,54.56,158.31,67.335,9.71,42.74,27.425,175.08,114.03,19.53
"28/11/2014",2.79,22.16,63.06,53.82,17.57,33.64,54.64,160.09,69.44,9.78,42.74,27.64,178.18,114.34,18.4
"01/12/2014",2.67,21.76,62.12,52.95,16.98,33.48,54.65,158.16,68.86,9.61,41.59,27.59,177.7,114.87,19.66
"02/12/2014",2.68,21.53,63.06,54.01,16.77,34.3,55.21,160.6,68.84,9.78,41.98,27.82,180.39,114.98,19.18
"03/12/2014",2.74,22.31,63.81,54.31,16.72,34.47,56.51,162.26,71.02,9.84,42.23,27.95,180.04,115.68,19.63
"04/12/2014",2.69,22.24,63.28,54.78,16.3,34.14,56.62,162.26,70.33,9.67,42.27,27.77,180.18,116.13,19.27
"05/12/2014",2.66,22.34,63.6,55.07,16.2,34.39,57.34,162.27,70.66,9.7,42.3,27.5,182.03,116.07,19.03
"08/12/2014",2.58,21.7,62.57,54.72,16.12,34.05,56.18,160.93,69.56,9.79,41.51,27.23,181.53,117.58,19.08
"09/12/2014",2.59,21.85,62.96,55.25,16.44,32.34,56.37,160.83,69.88,10.13,41.4,27.42,178.77,116.06,20.01
"10/12/2014",2.48,21.43,62.29,54.59,15.56,31.98,55.64,158.24,69.13,10.09,40.34,26.87,176.46,114.87,19.45
"11/12/2014",2.49,21.37,63.1,54.42,15.53,31.76,56.25,159.15,69.15,9.98,40.62,26.99,176.88,115.09,19.57
"12/12/2014",2.52,21.1,62.07,53.15,15.63,31.96,55.915,157.12,68.63,9.59,39.72,26.855,175.79,113.32,19.05
"15/12/2014",2.47,21.26,61.58,52.66,15.41,32.13,55.42,156.85,67.36,9.15,38.68,26.68,176.27,111.6,17.92
"16/12/2014",2.5,21.37,60.78,52.46,15.25,31.6,54.78,159.05,66.72,9.11,38.47,26.585,174.26,110.74,17.78
"17/12/2014",2.55,21.42,61.98,53.46,15.91,32.82,55.99,160.6,67.75,9.33,39.76,26.81,167.78,112.69,18.5
"18/12/2014",2.55,21.9,63.52,54.15,16.29,33.5,57.06,165.3,69.58,9.46,40.7,27.65,174.38,114.54,19.39
"19/12/2014",2.57,22.48,63.99,53.98,16.1,34.49,56.75,165.48,69.72,9.57,41.38,27.77,174.22,114.7,19.12
"22/12/2014",2.66,22.66,64.19,54.13,16.21,33.75,57.49,167.27,72.16,9.4,41.88,28.22,176.87,115.34,18.16
"23/12/2014",2.67,22.81,64.47,54.54,16.07,33.8,56.66,166.87,72.63,9.29,41.37,28.25,176.94,116.21,18.04
"24/12/2014",2.65,22.83,64.49,54.16,16.06,33.72,56.71,166.96,72.02,9.22,41.13,28.3,176.42,116.03,18.57
"26/12/2014",2.65,22.73,64.59,54.28,16.08,33.64,56.28,166.26,71.85,9.26,41.38,28.35,175.9,116.21,18.85
"29/12/2014",2.66,22.59,64.59,54.31,15.99,33.72,56.08,166.71,71.64,9.56,41.33,28.46,175.52,116.47,18.59
"30/12/2014",2.63,22.67,64.25,54.22,16.15,33.66,55.555,165.84,71.19,9.49,41.37,28.36,175,116.27,19.26
"31/12/2014",2.67,22.32,63.39,53.58,16.55,33.68,55.52,164.32,70.32,9.39,40.94,27.815,173.66,114.88,18.9
"02/01/2015",2.69,22.45,63.26,53.24,16.37,33.08,55.54,164.06,70.29,9.31,40.56,27.61,172.45,114.44,19.34
"05/01/2015",2.66,22.2,62.16,52.4,16.09,32.48,54.525,160.36,68.72,9.16,39.8,27.06,169.8,112.57,19.46
"06/01/2015",2.63,21.89,60.86,51.69,15.56,32.28,53.25,158.65,66.69,8.61,39.18,27.05,169.79,111.58,20.27
"07/01/2015",2.58,22.38,61.19,51.6,16.38,32.56,53.81,159.8,67.8,8.52,39.7,27.3,171.04,113.17,20.09
"08/01/2015",2.61,23.03,62.43,53.37,16.8,33.13,54.76,163.63,68.93,8.83,40.89,27.51,175.04,115,19.98
"09/01/2015",2.63,23.05,61.75,53.06,16.57,33.32,54.72,161.62,69.17,8.17,40.59,27.79,172.66,113.37,20.72
"12/01/2015",2.63,22.45,62.2,53.21,16.57,32.94,54.17,160.74,67.09,7.97,40.11,28.05,172.57,112,21.19
"13/01/2015",2.66,22.4,61.89,53.3,13.87,32.58,53.55,160.62,65.99,7.96,39.55,28.095,171.5,112.17,20.36
"14/01/2015",2.63,22.25,61.43,53.41,13.54,32.57,53.51,159.84,65.55,7.73,39.06,27.92,172.75,109.85,19.76
"15/01/2015",2.52,21.39,61.55,53.37,12.39,32.06,52.73,159.66,66.87,7.61,38.01,27.41,173.85,109.82,21.51
"16/01/2015",2.39,21.63,61.62,54.08,12.51,32.87,53.69,162,67.835,7.47,38.25,27.68,176.76,111.75,22.29
"20/01/2015",2.24,21.72,62.37,54.23,11.9,32.61,54.39,161.94,68.91,7.5,37.93,28.07,179.13,110.47,23.57
"21/01/2015",2.45,21.84,63.12,54.59,11.94,33.05,54.58,162.54,69.41,7.56,38.16,27.84,178.69,110.54,24.32
"22/01/2015",2.47,22.05,64.74,55.18,11.87,34,54.75,165.89,70.95,8.66,39.65,28.5,181.4,113.43,24.29
"23/01/2015",2.45,22.01,64.66,54.07,12.2,34.23,54.51,164.02,65.24,7.98,38.81,28.21,176.01,112.88,24.15
"26/01/2015",2.61,22.15,65.33,54.6,12.42,34.58,54.66,164.24,65.44,8.16,39.15,27.97,176.66,112.9,24.49
"27/01/2015",2.7,21.83,64.76,53.78,12.19,34.61,53.37,163.63,63.34,7.91,38.75,26.9,173.88,111.3,25.14
"28/01/2015",2.63,22.65,63.85,53.16,11.93,34.42,52.925,163.94,62.76,7.72,38,26.805,171.45,109.3,24.26
"29/01/2015",2.61,22.71,64.66,53.51,12.81,34.7,53.23,166.13,63.39,7.9,38.46,27.22,172.89,110.13,24.17
"30/01/2015",2.57,22.73,66.4,52.66,12.46,34.28,52.105,162.3,61.47,7.74,37.77,26.365,169.11,107.96,25.15
"02/02/2015",2.67,22.56,66.16,52.77,12.38,34.55,52.295,164.42,61.865,8.12,38.69,26.83,171.25,109.31,25.11
"03/02/2015",2.76,23.22,67.45,53.73,12.8,34.92,53.97,165.94,63.47,8.71,39.62,27.12,172.97,111.01,24.62
"04/02/2015",2.85,22.74,66.81,54.36,12.94,34.86,53.78,164.81,63.155,8.74,39.11,26.69,172.08,111.62,24.82
"05/02/2015",3.31,23.24,66.84,54.97,13.11,35.64,54.95,166.55,63.27,8.87,39.53,27.26,173.37,113.1,24.82
"06/02/2015",3.03,23.43,66.59,54.48,13.52,35.38,55.005,166.07,62.61,8.88,39.34,27.24,173.25,112.88,24.05
"09/02/2015",3.04,23.15,66.4,54.21,13.57,35,54.555,164.84,62.21,8.76,39.04,27.12,171.64,111.97,24.61
"10/02/2015",3.04,23.12,66.99,55.55,13.61,35.03,55.54,165.82,63.81,8.66,39.67,27.49,173.3,111.75,24.41
"11/02/2015",3.07,23.29,66.66,55.51,13.86,35.03,55.62,164.48,63.96,8.58,39.33,26.93,173.92,112.46,24.14
"12/02/2015",3.12,23.65,67.63,57.19,14.13,35.2,56.715,165.91,63.87,8.69,40.02,29.46,176.3,112.96,24.51
"13/02/2015",3.15,23.84,67.69,57.31,14.39,35.06,57.05,165.94,63.64,9.08,40.15,29.43,176.47,113.05,24.78
"17/02/2015",3.11,23.93,67.76,56.98,14.51,35.15,58.81,166.92,63.93,9.06,40.52,29.31,179.54,113.91,24.19
"18/02/2015",3.08,23.75,67.91,57.26,14.23,35.01,58.38,167.4,64.29,9.1,41.54,29.49,179.78,113.71,24.74
"19/02/2015",3.055,24,67.97,56.84,14.13,35,58.65,167.09,64.66,8.73,41.15,29.31,178.65,113.92,24.46
"20/02/2015",3.06,24.2,68.81,57.59,14.07,34.74,59.13,168.12,64.97,8.45,41.95,29.61,178.5,114.5,25.58
"23/02/2015",3.06,24.13,68.64,57.41,13.78,34.9,58.98,168.81,64.475,8.44,41.73,29.63,178.3,113.56,25.96
"24/02/2015",3.11,24.45,68.75,56.76,14.32,34.51,59.61,169.12,66.28,8.63,42.06,29.63,177.8,114.51,25.81
"25/02/2015",3.1,24.5,68.22,56.81,14.15,34.8,58.99,168.89,65.88,8.45,42.2,29.49,175.64,114.23,26.05
"26/02/2015",3.08,24.11,67.94,56.76,13.94,34.48,58.88,169.61,65.51,8.39,42.36,29.91,174.6,114.78,26.31
"27/02/2015",3.11,23.91,67.19,56.41,13.95,34.15,58.54,168.65,64.955,8.51,42.21,29.51,176.98,114.01,26.33
"02/03/2015",3.21,24.01,67.78,56.98,13.82,34.19,59.775,170.5,65.7,8.86,42.7,30.19,176.8,114.37,25.89
"03/03/2015",3.14,23.88,67.45,56.63,13.52,33.71,58.74,168.27,63.895,8.82,42.26,29.54,176.15,113.83,25.62
"04/03/2015",3.05,23.21,67,56.24,13.91,33.42,58.4,167.16,63.15,9.1,42,29.33,174.62,112.6,25.19
"05/03/2015",2.98,23.15,67.68,55.57,13.83,32.01,58.45,167.57,62.23,9.05,42.22,29.3,174.82,113.19,25.3
"06/03/2015",2.92,23.57,66.86,55.19,13.45,32.12,57.93,164.36,61.06,8.9,41.53,28.925,173.19,111.98,23.3
"09/03/2015",2.93,23.92,67.66,55.05,13.55,31.84,58.46,166.37,61.37,9,41.74,29.36,172.91,112.83,22.42
"10/03/2015",2.92,23.38,66.23,54.29,13.24,31.58,57.2,162.26,60.15,8.44,40.63,28.66,170,110.11,21.77
"11/03/2015",2.84,23.43,66.2,54.04,13.52,31.78,57.29,161.73,60.28,8.48,40.85,28.26,171.56,110.82,22.24
"12/03/2015",2.76,23.57,67.39,54.86,13.64,32.07,57.51,164.47,60.41,8.2,41.1,28.24,173.58,112.69,22.29
"13/03/2015",2.75,23.43,67.22,54.69,13.56,31.81,57.53,162.74,60.71,7.72,40.87,27.94,173.32,111.74,22.3
"16/03/2015",2.76,23.66,68.6,54.83,13.5,32.16,58.795,166.21,61.92,7.28,41.81,28.3,177.32,114,22.3
"17/03/2015",2.77,23.5,67.78,54.73,13.55,32.19,58.76,164.23,61.375,7.32,41.58,28.15,175.71,113.36,22.12
"18/03/2015",2.75,23.77,68.54,55.13,14,32.58,59.67,166.47,61.79,7.47,42.12,28.15,173.3,114.75,22.87
"19/03/2015",2.74,23.65,67.87,54.25,14.08,32.29,60,165.66,62.23,7.28,42.21,28.26,173.85,113.68,22.82
"20/03/2015",2.8,23.68,68.21,55.34,15.26,32.9,61.07,166.49,63.54,7.63,42.21,28.44,172.04,113.54,22.95
"23/03/2015",2.84,23.85,67.56,54.66,14.99,33,60.4,166.13,63.27,7.95,42.2,28.405,170.64,113.54,23.14
"24/03/2015",2.79,23.4,67.95,54.6,15.15,32.99,60.36,166.32,62.97,8.25,41.09,28,169.16,112.35,22.86
"25/03/2015",2.63,22.71,66.77,53.9,15.26,32.31,57.56,162.7,59.37,7.93,40.81,27.46,165.43,111.59,22.48
"26/03/2015",2.65,22.31,67.47,54.21,15.11,31.98,57.415,162.59,58.43,7.9,40.7,27.09,165.49,111.26,22.16
"27/03/2015",2.72,22.29,67.77,54.42,15.28,32.03,58.84,163.5,59,7.87,41.11,27.13,164.59,110.9,22.23
"30/03/2015",2.7,22.53,68.45,55.21,15.66,31.71,64.81,166.05,59.405,7.9,41.72,27.65,166.75,112.21,22.02
"31/03/2015",2.68,22.58,68.08,55.49,15.62,32.07,63,164.95,58.29,7.99,41.55,27.525,165.45,111.49,21.71
"01/04/2015",2.69,22.5,67.05,54.9,15.64,32.32,62.57,162.52,57.75,7.85,41.39,27.25,166.24,110.99,22.72
"02/04/2015",2.69,22.58,67.53,54.67,15.87,32.15,62.24,162.8,58.09,7.97,42.05,27.13,166.22,111.2,22.34
"06/04/2015",2.7,22.7,67.85,54.31,15.97,32.01,62.78,165.48,58.14,8.43,41.93,27.22,166.67,111.26,22.58
"07/04/2015",2.7,23.42,67.35,53.97,15.68,31.69,63.24,166.21,57.76,8.18,42.44,27.39,171.16,111.35,22.17
"08/04/2015",2.71,23.34,67.51,54.49,15.88,31.86,63.67,166.27,58.05,8.18,42.26,27.55,171.84,111.24,22.08
"09/04/2015",2.72,23.67,67.87,54.49,15.92,31.92,64.03,166.79,58.94,8.05,42.49,27.625,172.92,111.76,22.23
"10/04/2015",2.76,23.77,68.59,56.28,16,31.79,64.235,167.07,59.12,7.9,43.55,28.04,174.37,111.9,22.33
"13/04/2015",2.78,23.6,68.7,55.62,16.05,32.02,63.75,165.84,59,8.01,43.04,27.98,173.13,111.94,22.57
"14/04/2015",2.67,23.99,68.58,55,16.11,31.75,62.57,165.99,59.36,9.15,43.07,27.81,171.5,111.91,22.82
"15/04/2015",2.7,24.38,69.19,54.73,16.14,31.95,63.925,166.44,60.04,8.94,43.38,28.25,169.52,111.87,23.55
"16/04/2015",2.87,24.29,68.8,54.67,15.72,32.01,64.105,165.89,59.33,8.8,43.13,28.6,169.24,112.37,23.62
"17/04/2015",2.575,23.73,67.34,54.05,15.63,31.23,63.42,161.71,57.995,8.74,42.98,27.915,168,110.14,23.57
"20/04/2015",2.49,24.14,67.68,54.65,15.72,31.79,63.72,164.51,58.56,8.66,43.19,28.48,169.06,111.16,23.52
"21/04/2015",2.35,24.17,67.2,52.52,15.65,32.16,64.37,164,59.34,8.88,42.89,28.69,169.91,109.01,23.51
"22/04/2015",2.28,24.39,67.49,53.04,15.44,32.32,64.49,164.67,60.3,8.81,42.71,28.62,170.01,107.86,22.77
"23/04/2015",2.33,24,69.06,52.88,14.77,32.64,63.59,159.66,59.85,8.99,42.62,28.675,170.1,108.31,23.45
"24/04/2015",2.3,26.14,68.63,53.67,14.88,32.26,62.53,158.99,58.89,9.02,42.49,28.82,169.95,108.51,24.98
"27/04/2015",2.34,26.44,68.63,53.32,14.76,31.9,62.67,157.98,59.48,9.11,41.98,28.89,169.03,107.88,25.59
"28/04/2015",2.31,26.83,69.19,53.46,14.98,31.26,63.22,158.33,59.77,8.78,42.18,29.32,171.24,108.76,26.35
"29/04/2015",2.28,26.63,67.65,53.07,14.75,30.6,62.82,156.97,59.26,8.67,41.96,29.05,169.57,108.04,26.48
"30/04/2015",2.26,26.43,65.84,53.72,14.49,30.24,61.84,156.39,58.8,8.17,41.37,28.83,169.57,106.99,26.49
"01/05/2015",2.31,26.91,66.85,54.03,14.77,31.55,63.27,157.68,60.085,8.16,41.83,29.13,171.73,107.63,26.49
"04/05/2015",2.31,27.07,66.89,53.74,14.8,30.85,63.25,159.02,60.285,8.17,41.94,29.17,172.33,107.44,26.05
"05/05/2015",2.28,26.68,65.83,50.95,14.48,30.2,61.765,157.91,58.49,7.2,41.59,28.89,169.81,107.08,25.95
"06/05/2015",2.29,26.67,66.82,51.81,14.55,30.21,61.64,157.64,58.26,7.07,41.59,28.97,169.56,106.92,25.65
"07/05/2015",2.32,26.73,67.14,52,14.61,30.86,62.04,158.61,58.86,7.02,41.8,28.805,171.74,107.65,25.82
"08/05/2015",2.31,26.98,67.44,52.49,14.59,31.02,62.72,160.6,59.8,7.21,42.5,29.23,173.35,108.78,26.04
"11/05/2015",2.32,27.09,67.17,52.86,14.48,31.63,62.64,159.9,59.61,7.06,42.62,29.21,174.2,108.28,26.36
"12/05/2015",2.35,27.05,67.52,52.12,14.27,31.36,62.08,160.07,58.73,6.76,41.91,29.23,173.42,107.05,26.65
"13/05/2015",2.37,27.16,68.12,52.56,14.26,31.54,62.24,161.31,58.88,6.67,41.81,29.35,171.93,107.2,27.31
"14/05/2015",2.33,27.44,70.18,53.62,14.4,32.03,63.4,163.15,59.35,7.07,42.05,29.05,173.45,108.59,27.2
"15/05/2015",2.32,27.32,70.91,53.27,14.78,31.35,63.175,163.3,59.91,6.96,42.04,29.55,175.14,108.15,27.69
"18/05/2015",2.35,27.62,70.5,53.62,14.74,31.63,63.36,162.87,59.73,7.18,42.63,29.76,177.18,108.74,27.55
"19/05/2015",2.28,27.53,69.74,53.62,15.1,31.88,63.45,163.12,59.08,6.99,42.37,29.735,177.98,108.94,27.05
"20/05/2015",2.32,27.6,69.34,53.24,15.08,31.93,66.18,161.9,59.08,6.79,42.61,29.62,177.52,109.11,27.66
"21/05/2015",2.28,27.59,69.52,53.1,15.09,32.12,65.49,162.06,59.16,6.91,42.32,29.43,176.55,108.9,27
"22/05/2015",2.28,27.6,69.27,53.1,14.95,32.09,67.095,160.98,59.115,7.02,42.5,29.26,175.18,108.66,27.01
"26/05/2015",2.22,26.98,68.59,52.52,14.82,31.7,66.85,159.59,58.25,6.88,42.06,28.95,174.11,106.78,26.55
"27/05/2015",2.28,27.81,69.52,52.91,14.85,32.13,68.29,161.02,59.98,6.7,42.61,29.31,176.66,107.35,27.03
"28/05/2015",2.27,27.65,69.44,52.71,14.95,32.05,68.31,160.87,60.27,6.64,41.75,29.35,175.1,107.58,27.47
"29/05/2015",2.28,27.8,68.78,51.83,14.78,31.73,67.96,159.08,59.66,6.72,41.19,29.31,173.22,106.48,27.24
"01/06/2015",2.25,27.06,68.99,51.82,14.8,31.86,68.75,158.98,59.79,6.68,40.92,29.18,175.37,106.37,27.17
"02/06/2015",2.3,27.25,69.24,51.17,14.6,31.96,67.71,159.08,59.35,6.56,41.11,29.08,175.72,106.37,26.95
"03/06/2015",2.28,27.38,69.09,51.24,14.68,32.01,67.29,160.16,58.64,6.49,41.1,29.09,179.92,106.88,26.38
"04/06/2015",2.33,27.15,69.05,51.15,14.66,31.41,66.94,158.35,57.25,6.41,40.54,28.61,179.63,105.81,26.8
"05/06/2015",2.33,27.38,69.11,51.17,14.61,31.48,67.37,157.08,56.97,6.71,40.31,28.58,182.24,104.68,25.91
"08/06/2015",2.31,27.18,68.59,50.53,14.47,31.25,65.95,156.59,55.97,6.81,39.95,28.275,179.89,103.3,25.84
"09/06/2015",2.29,27.4,68.61,50.36,14.36,31.96,65.69,156.98,55.65,6.8,40.12,28.24,180.37,103.52,24.41
"10/06/2015",2.32,27.68,69.19,50.9,14.63,30.3,67.72,159.04,56.16,6.8,40.52,28.66,182.32,105.06,23.7
"11/06/2015",2.32,27.92,69.65,51.55,14.78,30.41,67.22,159.86,56.48,6.94,40.53,28.86,184.98,105.99,23.66
"12/06/2015",2.31,27.39,69.86,51.15,14.91,30.62,66.26,158.04,55.89,6.88,39.84,28.54,183.63,105.48,23.55
"15/06/2015",2.32,27.18,69.04,50.57,14.98,30.14,66.7,155.87,56.43,6.63,39.52,28.48,182.66,105.43,24.03
"16/06/2015",2.35,27.44,69.06,50.54,14.88,30.45,66.63,156.49,57.2,6.64,39.79,28.71,182.13,106.28,23.94
"17/06/2015",2.47,27.42,68.98,50.92,14.86,30.25,67.23,156.95,57.13,6.76,39.6,28.93,176.73,106.33,24.53
"18/06/2015",2.52,27.89,69.43,51.04,14.96,30.37,68.3,159.62,58.205,6.81,39.9,29.21,178.39,107.66,25
"19/06/2015",2.58,27.26,68.99,51.14,16.37,30.65,67.91,158.95,57.99,6.77,39.49,29.03,175.94,106.01,24.65
"22/06/2015",2.62,27.02,69.27,49.67,16.67,31.26,68.02,159.68,58.21,6.8,39.81,28.94,176.28,106.13,23.95
"23/06/2015",2.61,27.19,68.87,49.3,16.68,31.3,67.53,159.84,57.28,7,39.6,28.785,175.27,106.41,24.13
"24/06/2015",2.62,26.88,68.57,49.09,17.16,30.5,66.84,157.54,57.21,6.78,40.19,28.51,173.42,105.23,24.12
"25/06/2015",2.58,26.96,68.17,48.37,17.27,30.55,66.59,155.92,57.34,6.76,40.05,28.4,172.8,102.75,23.94
"26/06/2015",2.47,26.59,68.43,48.25,17.32,30.58,65.8,157.09,57.145,6.66,40.02,28.28,173.66,103.47,23.83
"29/06/2015",2.34,26.11,67.58,47.7,16.76,29.51,63.99,153.95,55.755,6.38,38.74,27.54,171.02,101.6,23.53
"30/06/2015",2.4,25.97,67.42,47.59,16.6,29.65,64.185,154.3,56.21,6.26,38.58,27.46,170.4,101.68,23.36
"01/07/2015",2.42,26.3,67.6,48.55,16.79,29.76,64.57,155.65,56.79,6.34,39.26,27.35,169.81,102.49,23.13
"02/07/2015",2.53,26.11,67.51,47.96,16.58,29.61,64.38,155.38,57.26,6.26,39.58,27.33,171.13,103.74,23.67
"06/07/2015",2.47,25.75,67.03,47.67,16.55,29.88,63.59,155.08,56.175,6.17,39.36,27.22,168.75,103.33,23.86
"07/07/2015",2.09,25.89,67.3,48,16.88,30.16,63.38,155.43,56.1,6.28,39.79,27.36,170.34,104.46,22.41
"08/07/2015",2.01,25.61,66.18,46.82,16.66,30.08,61.94,152.71,54.8,6,38.75,26.99,166.99,102.64,22.52
"09/07/2015",1.98,25.71,66.1,46.6,16.68,30.47,60.89,153.75,54.73,5.97,38.92,26.91,167.71,103.49,22.59
"10/07/2015",1.96,26.15,66.41,46.94,16.82,31.18,61.51,154.95,55.11,5.9,39.4,27.28,168.46,103.84,22.52
"13/07/2015",1.96,26.14,67.23,47.8,16.89,31.53,61.87,156.47,56.32,6.02,39.96,27.79,170.97,104.23,22.5
"14/07/2015",2.05,26.06,67.45,47.75,17.03,31.38,62.62,156.78,55.63,5.94,40.49,28.03,171.24,103.63,22.15
"15/07/2015",1.96,26.15,67.37,47.22,16.4,31.65,62.92,156,54.76,5.8,40.13,28.11,169.13,103.78,21.8
"16/07/2015",1.87,26.35,67.68,48.11,16.36,32.07,62.83,157.17,52.58,5.79,40.34,28.32,169.49,104.36,21.38
"17/07/2015",1.79,26.39,67.63,47.64,16.16,31.8,62.46,156.69,51.93,5.69,39.95,28.18,170.23,104.14,20.69
"20/07/2015",1.8,26.36,68.76,48.65,15.79,31.77,61.99,157.12,52.1,5.6,40.06,28.03,170.21,104.22,18.16
"21/07/2015",1.8,26.34,67.99,48.09,15.85,32.2,62.08,155.76,51.82,5.65,39.57,27.84,170.56,103.88,18.74
"22/07/2015",1.79,26.19,68.2,48.81,16.12,32.87,58.65,155.41,51.67,5.6,40.33,27.53,168.5,106.59,18.52
"23/07/2015",1.76,26.49,66.97,48.61,15.83,32.87,60.05,149.5,52.84,5.65,40.25,28.01,166.86,106.45,17.6
"24/07/2015",1.67,27.54,66,47.75,15.3,32.76,58.49,149.33,51.25,5.43,39.31,28.4,164.11,106.44,17.8
"27/07/2015",1.62,27.43,65,47.36,15.22,31.6,57.89,148.71,51.04,5.25,39.61,28.21,164.74,107,17.22
"28/07/2015",1.77,27.57,60.7,48.73,15.35,32.01,58.99,151.11,51.92,5.35,40.45,28.21,169.43,107.62,17.64
"29/07/2015",1.96,27.48,61.5,46.99,15.74,33.09,58.79,151.45,51.74,5.38,40.4,28.4,171.89,107.99,17.67
"30/07/2015",1.93,27.96,61.11,47.47,15.96,33.34,58.82,151.57,52.06,5.51,40.97,28.3,171.27,108.59,17.29
"31/07/2015",1.93,28.42,61.4,47.87,15.98,33.29,58.33,151.34,53.05,5.67,40.95,28.42,171.42,108.77,17.17
"03/08/2015",2.2,28.17,60.53,47.34,15.51,33.03,58.67,150.12,52.54,5.85,41,28.36,170.81,110.74,16.42
"04/08/2015",2.13,27.98,59.38,47.41,15.08,32.9,58.48,150.4,51.85,6,40.62,28.03,170.09,110.37,16.4
"05/08/2015",2.16,28.25,59.96,47.79,14.95,35.83,60.7,151.01,52.64,6.02,40.72,28.27,171.29,111.13,16.35
"06/08/2015",2.11,28.01,60.01,47.27,15.16,35.17,58.87,149.26,51.95,6,40.12,28.21,169.6,110.14,16.36
"07/08/2015",2.09,28.06,60.25,47.54,15.07,35.38,59.61,148.89,52.35,6.13,39.99,28.15,166.99,109.86,16.14
"10/08/2015",1.93,28.39,61.6,47.99,15.31,35.85,61.09,151.24,54.15,6.64,40.47,28.59,169.4,110.11,16.95
