"Date","AMD","JNPR","IR","IP","KBH","HRB","ADI","MMM","KLAC","AVP","A","CSCO","FDX","CB","NEM"
"19/12/2013",3.65,21.2,59.15,48.159,16.47,28.48,49.66,136.41,62.7,17.16,41.032,21.07,139.69,100.36,22.76
"20/12/2013",3.69,21.77,60.12,47.666,16.91,28.54,50.01,136.72,63.12,17.31,40.731,21.13,142.71,101.19,22.64
"23/12/2013",3.75,21.68,60.96,48.189,18.19,28.83,50.62,136.8,63.85,17.23,41.146,21.57,142.19,101.75,22.49
"24/12/2013",3.77,21.81,60.86,48.425,18.16,28.74,50.63,136.99,64.04,17.24,40.924,21.69,142,102.07,23.15
"26/12/2013",3.8,21.91,61.16,48.543,18.06,28.94,50.74,138.29,64.12,17.36,41.089,21.8,143.3,102.69,23.33
"27/12/2013",3.78,22.22,61.17,48.346,18.11,28.52,50.7,139.35,64.06,17.32,40.882,22.02,143.43,102.62,23.59
"30/12/2013",3.85,22.53,61.77,48.307,18.13,29.09,50.85,139.42,64.2,17.17,40.989,22.25,143.05,102.92,22.93
"31/12/2013",3.87,22.57,61.6,48.336,18.28,29.04,50.93,140.25,64.46,17.22,40.896,22.43,143.77,103.53,23.03
"02/01/2014",3.95,22.48,61.24,48.11,18.14,29.38,49.28,138.13,63.38,17.06,40.195,22,139.77,101.7,23.96
"03/01/2014",4,22.77,61.32,47.932,18.28,29.28,49.61,138.45,63.47,17.06,40.703,21.98,140.05,101.44,23.92
"06/01/2014",4.13,22.62,61.13,47.804,18.07,28.48,49.33,137.63,62.36,16.95,40.503,22.01,138.72,101.09,24.08
"07/01/2014",4.18,22.66,61.69,48.267,17.69,28.47,49.59,137.65,62.33,17.09,41.082,22.31,140.64,100.27,23.95
"08/01/2014",4.18,22.92,61.85,48.317,17.85,29.74,49.71,136.63,62.3,16.97,41.754,22.293,140.37,99.03,23.4
"09/01/2014",4.09,22.83,62.05,48.504,17.88,30.03,49.52,136.45,62.49,16.98,41.768,22.09,141.51,98.9,23.2
"10/01/2014",4.17,23.54,62.65,48.238,18.39,30.3,49.53,136.18,63.62,16.8,42.14,22.22,142.63,98.67,23.8
"13/01/2014",4.13,25.32,61.73,47.449,17.98,29.41,48.87,134.68,62.31,16.49,42.14,22.19,140.49,96.92,23.88
"14/01/2014",4.3,25.42,62.25,48.021,18,29.61,49.71,137.41,63.86,16.72,42.819,22.41,142.7,97.7,23.41
"15/01/2014",4.47,25.88,62.84,48.149,17.91,29.32,50.02,138.44,63.88,16.81,43.148,22.78,142.55,97.99,23.58
"16/01/2014",4.38,25.79,62.88,48.169,18.03,28.81,49.82,138.16,63.06,16.75,43.263,22.78,141.81,97.3,23.95
"17/01/2014",4.18,26,62.32,47.656,17.88,29.03,49.38,137.31,62.74,16.31,43.413,22.74,140.51,97.1,24.55
"21/01/2014",4.17,26.03,62.07,47.498,17.72,28.78,49.98,136.99,62.44,16.39,43.513,22.83,142.15,96.37,24.82
"22/01/2014",3.67,26.18,61.81,47.074,18.14,29.34,50.37,136.48,63.66,16.46,43.57,22.84,142.3,96.01,24.39
"23/01/2014",3.62,26.01,60.67,46.818,18.43,29,49.41,134.71,63.53,16.36,42.526,22.56,140.24,94.18,25.17
"24/01/2014",3.47,27.72,58.11,44.915,18.04,28.08,48.25,130.22,62.07,15.5,41.382,22.2,134.58,92.19,24.88
"27/01/2014",3.41,27.92,58.76,45.093,17.55,29.27,48.22,128.96,61.7,15.49,41.69,22,131.95,93.05,24.18
"28/01/2014",3.54,27.51,59.08,45.477,18.37,29.31,48.51,129.81,61.61,15.65,41.547,21.75,134.34,94.57,24.66
"29/01/2014",3.48,27.73,58.44,46.246,18.67,29.13,48.27,130.25,61.52,14.76,41.225,21.65,131.85,94.03,24.87
"30/01/2014",3.48,27.87,59.03,46.444,19.11,30.12,48.89,128.05,61.68,14.93,42.555,21.976,133.77,95.14,24.1
"31/01/2014",3.43,26.61,58.79,47.065,19.34,30.4,48.27,128.19,61.47,14.89,41.582,21.91,133.32,93.81,21.6
"03/02/2014",3.33,26.35,56.85,45.408,18.8,29.32,47.26,123.9,59.73,14.28,40.152,21.55,129.44,92.6,21.02
"04/02/2014",3.37,26.76,57.28,45.172,18.69,29.62,47.69,126.72,60.29,14.48,41.339,21.8,130.42,92.84,21.18
"05/02/2014",3.31,26.78,57.69,46.177,18.29,29.25,47.85,127.36,60.93,14.54,41.067,21.98,129.97,93.25,20.87
"06/02/2014",3.41,27.01,58.06,46.325,18.75,29.36,48.35,128.9,61.83,14.54,41.682,22.49,130.84,93.49,21.01
"07/02/2014",3.47,27.25,59.76,46.749,18.92,29.66,48.97,130.33,62.24,14.8,42.491,22.67,131.76,94.6,21.52
"10/02/2014",3.63,27.73,59.08,47.37,18.88,29.72,49.22,129.7,62.33,14.75,42.197,22.83,129.88,95.03,22.2
"11/02/2014",3.7,27.66,57.26,47.755,18.63,30.75,49.75,130.98,63.61,14.94,42.712,22.71,133.15,96.81,22.9
"12/02/2014",3.69,27.1,58.2,48.08,18.45,30.49,49.89,130.44,63.79,15.06,42.827,22.85,133,95.71,22.51
"13/02/2014",3.7,27.47,58.12,48.405,18.73,30.73,50.69,130.14,64.44,14.6,42.962,22.27,133.07,96.14,23.53
"14/02/2014",3.69,27.42,58.43,48.484,19.03,31.07,50.77,132.12,65.28,14.55,39.509,22.56,133.92,96.97,23.83
"18/02/2014",3.7,27.46,59.38,48.514,18.95,30.97,51.23,131.8,64.49,15.08,39.437,22.41,132.79,97.46,24.21
"19/02/2014",3.72,27.2,58.73,48.021,18.61,31.41,51.57,130.56,64.4,15.1,40.002,22.28,131.35,96.67,23.77
"20/02/2014",3.69,27.41,59.72,48.672,18.8,31.53,51.4,131.56,64.65,15.04,40.967,22.3,132.99,96.78,24.46
"21/02/2014",3.69,27.95,59.41,48.465,19,31.08,51.12,131.57,64.97,15.16,40.288,22.13,134.9,97.19,23.38
"24/02/2014",3.71,27.58,59.97,48.198,18.66,31.55,50.96,132.2,65.35,15.3,40.581,22.12,134.87,96.79,23.67
"25/02/2014",3.69,27.09,59.65,48.386,19.56,32.19,50.8,132.93,65.27,15.46,40.681,21.84,132.84,96.53,23.75
"26/02/2014",3.7,26.89,60.3,48.346,20.18,31.71,50.84,132.86,65.24,15.31,40.832,21.93,132.37,96.1,23.56
"27/02/2014",3.71,27.01,60.53,48.159,20.67,31.69,51.03,134.34,64.97,15.36,40.302,21.92,133.55,96.76,23.59
"28/02/2014",3.71,26.74,61.14,48.198,20.4,31.64,50.82,134.73,65.15,15.47,40.71,21.8,133.33,97.87,23.26
"03/03/2014",3.67,26.49,60.13,47.104,19.86,31.94,50.58,132.21,64.32,15.04,40.553,21.57,133.38,96.42,23.63
"04/03/2014",3.7,26.26,61.23,47.538,20.1,31.57,51.2,132.68,65.22,15.24,41.318,21.82,137.09,97.47,24.14
"05/03/2014",3.71,26.37,60.97,47.745,19.54,31.13,51.24,133.85,65.46,15.01,41.332,21.87,136.91,97.66,24.58
"06/03/2014",3.73,26.44,61.32,47.449,19.01,30.96,51.57,134.08,66.13,15.02,42.026,21.82,137.29,98.15,24.93
"07/03/2014",3.95,26.26,61.94,47.469,18.62,30.39,51.83,134.11,66.85,15.17,41.775,21.73,137.43,97.77,24.6
"10/03/2014",3.81,26.28,60.96,47.203,17.85,30.54,51.8,133.56,66.14,15.2,41.582,21.69,137.86,97.8,24.31
"11/03/2014",3.85,25.39,59.83,46.582,17.66,30.28,51.52,132.51,66.37,14.99,40.66,21.61,137.29,97.34,24.35
"12/03/2014",3.91,25.48,58.95,46.414,17.65,30.21,51.73,132.57,67.63,14.93,40.803,21.82,137.79,97.51,25.01
"13/03/2014",3.86,25.11,57.56,45.773,17.34,29.85,50.45,130.81,66.75,14.73,39.938,21.52,136.68,97.55,25.48
"14/03/2014",3.85,25.62,56.9,45.477,17.51,29.37,50.09,129.83,66.88,14.76,39.644,21.35,136.76,97.78,26.18
"17/03/2014",3.8,25.36,58.32,45.28,17.27,29.84,50.68,132.27,67.78,14.8,39.902,21.51,137.58,98.78,25.77
"18/03/2014",3.89,25.91,58.52,45.103,17.68,29.58,51.44,132.74,68.55,14.71,40.61,21.63,138.57,99.2,25.27
"19/03/2014",3.98,26.45,58.13,44.925,18.72,29.56,51.6,131.23,68.6,14.77,40.495,21.63,138.38,98.17,24.5
"20/03/2014",4.05,26.47,58.67,44.797,18.21,29.81,53.225,132.43,69.935,14.76,40.545,21.83,136.5,98.41,24.58
"21/03/2014",4.04,25.96,58.86,45.132,17.79,30.02,53.24,133.12,70.02,14.68,40.109,21.64,136.79,99.26,24.55
"24/03/2014",4.05,25.83,57.89,44.906,16.98,29.54,53.61,132.42,69.58,14.62,39.516,21.57,134.95,99.07,23.89
"25/03/2014",4.05,26.2,57.99,45.438,16.76,29.13,53.29,134.06,69.81,14.61,39.444,22.34,134.16,99.13,23.92
"26/03/2014",4.05,25.7,56.52,44.363,16.57,29.03,52.75,133.09,68.99,14.69,39.451,22.32,132.12,97.69,23.07
"27/03/2014",3.91,25.33,55.7,44.935,16.63,28.58,52.58,132.84,68.5,14.4,39.108,22.02,132.11,97.59,22.94
"28/03/2014",3.88,25.62,56.54,45.152,17.02,30.36,52.84,134.2,68.75,14.36,39.108,22.33,132.01,97.89,23.92
"31/03/2014",4.01,25.76,57.24,45.231,16.99,30.19,53.14,135.66,69.14,14.64,39.988,22.415,132.56,99.06,23.44
"01/04/2014",4.07,26.43,57.16,45.211,17.57,30.87,54.08,136.53,70.02,14.71,40.302,23.1,134.11,99.08,23.45
"02/04/2014",4.06,26.35,57.88,45.98,17.85,30.9,54.06,136,70.89,14.97,40.524,22.99,134.76,98.82,24.24
"03/04/2014",4,26.8,57.93,45.822,17.6,29.97,53.98,136.14,71.22,14.68,40.474,23.09,135.3,98.98,24.1
"04/04/2014",4.01,25.9,56.49,45.162,17.58,29.51,52.92,135.86,69.4,15.07,39.737,22.712,134.35,98.39,24.11
"07/04/2014",3.88,25.33,55.19,44.925,16.81,28.53,53.12,134.4,68.81,15.22,38.865,22.85,132.98,97.61,24.44
"08/04/2014",3.99,25.25,55.1,44.699,16.99,28.85,53.96,134.84,68.03,14.87,39.087,22.94,132.91,97.79,24.95
"09/04/2014",3.98,25.31,56.44,45.379,17.14,29.18,54.3,135.84,68.87,14.87,39.737,23.12,134,99.12,24.99
"10/04/2014",3.85,24.85,55.41,44.886,16.79,28.42,52.49,133.97,66.68,14.94,38.65,22.65,132.06,98.59,24.79
"11/04/2014",3.65,24.29,54.39,44.344,16.53,27.64,52.09,132.39,65.5,14.41,37.735,22.46,131.23,99.31,24.23
"14/04/2014",3.71,24.69,55.26,44.482,16.58,28.04,52.46,133.15,65.91,14.8,37.649,22.85,132,99.51,24.41
"15/04/2014",3.79,24.89,55.57,44.245,16.55,28.16,53.18,134.09,66.15,14.64,37.978,22.89,132.17,100.11,23.84
"16/04/2014",3.76,25.05,57.98,44.856,16.65,28.33,52.15,136.77,65.78,14.78,38.386,23.03,133.75,101.37,23.75
"17/04/2014",3.69,25.17,57.82,44.817,16.37,28.2,52.85,137.73,66.11,14.51,39.08,23.21,135.55,100.94,23.54
"21/04/2014",4.12,25.42,57.67,45.241,16.65,28.54,52.9,138.62,66.4,14.86,39.108,23.4,136.27,100.81,25.05
"22/04/2014",4.3,25.89,57.99,45.468,16.54,28.34,53.3,138.89,66.76,14.83,39.308,23.52,137.03,101.04,25.04
"23/04/2014",4.25,24.86,59.85,45.438,16.34,27.97,53.29,137.99,66.72,14.77,39.337,23.5,136.33,101.48,25.92
"24/04/2014",4.28,25.24,59.6,45.349,16.51,27.97,53.7,136.65,67.74,14.95,39.53,23.33,136.08,102.12,25.49
"25/04/2014",4.05,24.48,58.77,44.984,16.15,27.63,51.42,136.56,62.91,14.84,38.894,23,134.21,101.59,26.45
"28/04/2014",3.96,24.03,58.51,45.734,16.27,27.4,50.99,137.23,63.45,15,38.422,23.02,134.53,101.44,24.67
"29/04/2014",4.03,24.28,58.9,45.251,16.42,28.17,51.19,137.55,64.27,15.16,38.114,23.16,135.47,102.59,25.02
"30/04/2014",4.09,24.69,59.8,45.99,16.51,28.42,51.29,139.09,63.99,15.28,38.643,23.11,136.25,102.32,24.83
"01/05/2014",4.2,24.91,59.96,45.379,16.69,28.81,50.82,140.81,62.92,13.72,38.951,23.01,136.24,102.01,24.53
"02/05/2014",4.12,24.75,59.85,45.241,16.71,28.92,51.41,140.12,63.2,13.57,39.001,22.94,136.95,102.06,24.72
"05/05/2014",4.09,24.8,59.6,45.231,16.45,28.82,51.18,140.61,62.71,13.48,39.566,22.955,135.85,102.2,24.85
"06/05/2014",4.01,24.6,58.64,45.201,16.05,28.03,50.74,139.29,62.3,13.31,39.337,22.72,135.49,101.88,24.6
"07/05/2014",3.97,24.67,58.73,45.931,15.89,27.71,50.8,141.14,62.9,13.34,39.351,22.87,138.54,103.17,24.01
"08/05/2014",3.93,24.64,58.9,45.862,15.84,27.75,51.31,140.83,62.59,13.3,39.544,23.018,136.7,102.12,24
"09/05/2014",3.87,24.6,58.17,46.079,15.85,27.95,51.25,141.34,63.11,13.6,39.609,23.02,137.52,102.66,24.02
"12/05/2014",3.97,24.78,59.24,46.68,16.12,28.26,52.23,142.82,64.12,13.71,40.338,23.19,140.15,102.97,24.51
"13/05/2014",4.03,24.87,59.38,46.453,16.27,28.27,51.47,142.43,63.1,13.54,40.638,22.86,140.14,103.45,24.68
"14/05/2014",3.98,24.61,58.51,46.424,15.85,28.26,51.06,141.6,62.99,13.89,39.938,22.81,139.33,102.7,24.63
"15/05/2014",3.96,24.71,57.16,46.177,15.85,27.94,50.78,140.98,62.38,13.77,38.965,24.18,138.68,102.29,24.29
"16/05/2014",4.02,24.41,57.6,45.911,15.93,28.18,51.6,141.13,63.15,13.87,39.351,24.37,138.23,102.46,23.99
"19/05/2014",4.09,24.62,58.12,46.177,15.87,28.65,51.98,141.67,63.67,13.96,39.308,24.35,139,102.87,23.34
"20/05/2014",4.05,24.31,57.05,45.901,15.69,28.38,51.98,140.23,63.22,13.71,38.836,24.12,137.46,102.67,23.62
"21/05/2014",4.1,24.59,57.28,45.744,15.91,29.07,51.33,140.66,63.56,13.77,39.323,24.48,139.05,103.09,23.59
"22/05/2014",4.01,24.7,57.15,45.921,16.22,29.25,51.74,140.31,63.64,13.83,39.716,24.38,139.33,102.94,23.36
"23/05/2014",4.02,24.78,58.35,46.108,16.62,29.38,52.39,141.14,64.18,14.14,40.174,24.52,141.5,102.91,23.4
"27/05/2014",4.04,25.02,58.55,46.079,16.58,29.47,53.02,141.44,65.24,14.25,40.245,24.71,142.24,103.35,22.68
"28/05/2014",4,25.23,59.84,46.098,16.63,29.44,52.45,141.43,65.42,14.1,40.839,24.82,143.47,103.07,22.48
"29/05/2014",4.03,25.45,59.78,46.187,16.62,29.42,52.26,142.39,65.65,14.4,40.731,24.68,144.53,103.55,22.76
"30/05/2014",4,24.46,59.82,46.956,16.48,29.78,52.38,142.55,65.52,14.29,40.717,24.62,144.16,103.71,22.89
"02/06/2014",3.97,24.5,59.74,46.473,16.49,29.32,52.37,142.32,65.58,14.46,40.681,24.78,144.25,103.54,22.58
"03/06/2014",3.94,24.52,59.4,47.065,16.45,29.26,52.47,142.89,65.85,14.25,40.917,24.675,142.95,102.85,22.82
"04/06/2014",4.04,24.68,60.18,46.71,16.44,29.84,52.49,142.26,66.25,14.19,41.082,24.5,143,104.16,22.89
"05/06/2014",4.08,24.8,60.8,47.173,16.76,29.82,52.57,143.71,66.45,14.4,41.904,24.7,142.65,104.51,23.02
"06/06/2014",4.06,24.89,61.97,47.213,17.1,30.31,52.69,144.64,66.97,14.56,42.197,24.83,142.7,104.92,23.11
"09/06/2014",4.07,24.74,62.51,47.508,17.29,30.6,55.31,145.32,68.02,14.74,42.39,24.8,143.65,104.99,22.67
"10/06/2014",4.2,24.73,62.96,47.784,17.3,30.73,55.79,144.97,68.11,14.79,42.112,25,143.79,104.98,22.78
"11/06/2014",4.29,24.66,62.2,47.459,17.09,32.15,55.63,144.41,68.12,14.76,42.126,25.04,142.75,104.2,23.09
"12/06/2014",4.29,24.63,62.03,47.39,16.79,32.36,55.44,143.07,67.85,14.64,41.761,24.66,139.21,103.75,23.3
"13/06/2014",4.28,24.59,62.3,47.4,16.85,32.49,55.62,143.36,68.57,14.69,41.833,24.7,140.27,103.9,23.4
"16/06/2014",4.44,24.93,62.84,47.794,17.09,33.15,55.5,143.32,68.7,14.6,41.704,24.53,139.45,103.63,23.16
"17/06/2014",4.47,25.19,63.02,47.942,17.21,33.39,55.7,143.69,69.14,14.57,42.097,24.5,140.31,104.45,23.31
"18/06/2014",4.4,25.25,63.47,48.11,17.3,33.45,55.13,144.33,69.04,15,42.383,24.63,148.95,104.81,23.74
"19/06/2014",4.36,24.21,63.63,48.129,17.4,33.29,54.93,144.49,68.92,14.76,41.918,24.71,147.6,105.32,24.54
"20/06/2014",4.1,24.26,63.99,48.297,17.24,33.18,54.69,145.16,70,14.94,42.026,24.83,148.12,105.03,24.86
"23/06/2014",4.01,24.43,63.11,47.912,17.46,33.21,54.52,144.09,70.31,14.69,41.554,24.7,148.88,105.03,25.19
"24/06/2014",3.94,24.13,62.21,47.863,17.64,32.91,53.87,143.09,69.44,14.55,41.225,24.53,149.68,104.46,24.69
"25/06/2014",3.96,24.14,62.5,48.011,17.94,33.38,53.75,143.65,69.8,14.6,41.454,24.72,151.42,104.21,24.88
"26/06/2014",4.03,24.24,62.57,48.06,17.88,33.31,53.55,143.73,69.96,14.47,41.346,24.65,151.5,103.4,25.07
"27/06/2014",4.11,24.47,62.7,48.356,18.69,33.45,53.5,143.69,70.97,14.51,41.118,24.7,151.41,103.39,25.19
"30/06/2014",4.19,24.54,62.51,49.756,18.68,33.52,54.07,143.24,72.64,14.61,41.075,24.85,151.38,103.7,25.44
"01/07/2014",4.22,24.5,62.87,50.091,18.87,32.9,54.52,144.56,73.07,14.53,41.654,25.08,152.38,104.8,25.08
"02/07/2014",4.34,24.78,62.71,49.64,18.69,33.2,54.41,145.23,73.24,14.61,41.511,25.03,152.27,104.4,25.36
"03/07/2014",4.24,24.65,63.1,50.05,18.59,33.25,54.825,145.41,74.62,14.72,41.804,25.19,153.61,105.15,25.19
"07/07/2014",4.26,24.71,62.34,49.45,18.1,32.9,54.66,144.91,74.025,14.69,41.561,25.23,151.68,105.2,24.73
"08/07/2014",4.22,24.08,61.38,49.04,18.23,32.16,54.45,144.56,74.09,14.58,40.867,25.07,151.17,104.45,24.8
"09/07/2014",4.23,24.38,61.57,49.83,18.29,32.9,54.74,144.68,74.86,14.63,40.688,25.44,151.32,104.67,25.53
"10/07/2014",4.29,24.39,60.99,49.78,17.82,32.6,54.4,143.89,74.72,14.43,40.395,25.44,150.26,104.26,25.44
"11/07/2014",4.37,24.27,61.35,50.07,17.58,33,54.29,144.31,74.61,14.3,40.474,25.52,150.64,104.6,25.93
"14/07/2014",4.64,24.13,62.23,50.06,17.58,32.85,53.85,145,74.9,14.46,40.631,25.44,151.07,104.79,25.32
"15/07/2014",4.53,24.17,61.59,49.76,17.62,32.72,53.73,145.06,74.23,14.44,40.517,25.67,151.9,105.11,24.69
"16/07/2014",4.66,23.83,62.52,50.09,18.01,32.57,53.67,146.17,74.12,14.23,40.731,25.98,154.38,104.66,25.22
"17/07/2014",4.57,23.85,61.08,49.43,17.48,31.94,52.94,143.54,74.01,14.2,39.437,25.63,151.9,103.3,25.45
"18/07/2014",3.83,24,62.2,49.7,17.8,32.37,53.48,144.83,74.5,14.13,40.152,25.91,152.87,104.08,25.42
"21/07/2014",3.78,24.45,61.85,48.35,17.73,32.14,53.46,144.3,74.62,13.93,40.553,25.85,152.35,103.61,25.36
"22/07/2014",3.8,24.82,64.5,47.11,18.08,32.03,53.75,145.12,74.52,13.84,41.275,25.95,153.29,103.31,25.41
"23/07/2014",3.76,22.43,64.23,47.99,18.33,32.12,51.28,144.68,73.26,13.46,41.096,25.68,152.68,104.44,25.19
"24/07/2014",3.73,23.21,63.07,50.65,17.72,32.6,51.3,145.13,73.02,13.17,40.646,25.83,152.5,104.79,24.78
"25/07/2014",3.76,23.25,63.08,49.92,17.35,32.35,50.16,145.12,71.6,13.18,40.424,25.97,150.86,103.49,25.15
"28/07/2014",3.73,23.72,62.18,49.97,17.05,32.27,50.55,145.53,71.83,13.02,40.252,25.92,149.53,103.31,25.64
"29/07/2014",3.79,23.71,61.18,48.86,16.91,32.03,50.52,144.02,71.4,12.94,40.066,25.71,147.14,102.68,25.54
"30/07/2014",3.82,23.72,60.93,48.22,16.68,32.44,50.86,143.74,71.89,12.99,40.603,25.63,149.36,101.84,25.59
"31/07/2014",3.91,23.54,58.79,47.5,16.3,32.13,49.63,140.89,71.49,13.2,40.109,25.23,146.88,100.1,24.91
"01/08/2014",3.97,23.27,59.15,47.45,16.23,32.01,50.01,140.11,71.631,13.23,40.095,25,146.75,100.21,25.2
"04/08/2014",4,23.2,59.31,47.85,16.42,32.18,49.69,140.75,72.17,13.24,40.231,25.165,148.83,100.1,25.63
"05/08/2014",4.08,23.31,59.02,47.57,16.31,32.07,49.65,139.78,71.6,13.33,39.501,24.97,146.84,99.95,25.78
"06/08/2014",4.12,23.35,58.53,47.75,16.16,32.3,50.05,139.55,71.88,13.59,39.752,24.93,145.47,100.14,26.08
"07/08/2014",4.1,23,58.9,47.36,16.15,32.38,48.93,139.13,71.63,13.54,39.366,24.86,146.02,99.98,26.18
"08/08/2014",4.12,23.24,59.93,48.02,16.46,32.69,49.54,140.85,72.34,13.7,39.501,25.03,147.85,100.32,26.39
"11/08/2014",4.14,23.32,60.35,48.09,16.53,33.23,49.93,140.58,72.6,13.82,39.473,25.23,148.28,100.43,26.53
"12/08/2014",4.08,23.34,60.28,47.8,16.31,32.96,50.175,140.88,72.82,13.79,38.858,25.15,148.43,101.34,27.06
"13/08/2014",4.11,23.58,60.84,47,16.39,33.12,50.53,141.8,72.93,13.69,39.173,25.2,149.35,102.21,27.07
"14/08/2014",4.08,23,60.86,47.83,16.81,33.26,50.735,142.34,73.04,13.71,39.773,24.54,149.64,103.28,27.05
"15/08/2014",4.13,22.99,60.55,47.32,16.71,33.2,51.175,141.92,74.07,13.78,41.175,24.43,148.72,103.5,26.89
"18/08/2014",4.21,23.25,62.18,47.64,17.2,33.4,51.34,144.12,74.37,13.93,41.847,24.63,150.42,104.21,26.82
"19/08/2014",4.27,23.69,61.55,47.57,17.66,33.47,51.72,144.25,74.96,13.97,41.876,24.64,150,104.23,26.83
"20/08/2014",4.28,23.79,61.96,47.06,17.8,33.68,52.165,144.6,74.7,13.9,41.711,24.71,150.63,104.38,26.73
"21/08/2014",4.24,23.99,62.01,47.62,17.74,33.83,52.54,144.5,75.14,14.19,41.468,24.89,150.55,105.3,26.61
"22/08/2014",4.25,24.05,61.47,47.12,17.7,33.78,52.5,144.13,74.98,14.16,41.218,24.65,149.46,104.76,26.39
"25/08/2014",4.18,23.75,61.83,47.21,17.49,33.7,51.93,144.7,75.51,14.17,41.289,24.7,149.79,105.28,25.98
"26/08/2014",4.19,23.51,61.04,47.81,17.65,33.73,52.21,144.6,75.97,14.16,41.368,24.81,149.28,105.62,26.5
"27/08/2014",4.16,23.23,60.99,48.14,17.65,33.84,51.025,143.94,76.425,14.21,41.032,24.8,149.1,105.9,26.52
"28/08/2014",4.14,23.18,60.53,48.25,17.59,33.56,51.29,143.98,76.33,13.98,40.867,24.85,147.87,106.12,26.86
"29/08/2014",4.17,23.19,60.2,48.45,17.75,33.53,51.12,144,76.42,14.04,40.874,24.99,147.88,106.33,27.09
"02/09/2014",4.16,23.19,60.22,48.46,17.67,33.6,50.62,144.22,77.15,13.8,41.525,24.88,150.4,106.63,26.41
"03/09/2014",4.19,23.12,59.92,49.06,17.09,33.5,50.25,143.82,77.72,13.7,41.518,25.04,151.71,106.43,26.31
"04/09/2014",4.15,23.17,59.88,48.87,17.02,32.81,50.41,143.61,77.6,13.74,41.253,24.91,152.04,105.85,25.6
"05/09/2014",4.15,23.33,60.16,49.3,16.96,32.52,50.22,144.2,78.31,13.84,41.418,25,153.3,106.13,25.97
"08/09/2014",4.13,23.51,60.2,49.05,17.11,32.2,50.07,144.89,78.65,13.66,41.225,24.95,152.4,106.14,25.29
"09/09/2014",4.08,23.35,59.73,48.38,17.03,32.35,49.8,144.46,78.57,13.17,41.082,24.86,151,105.51,25.54
"10/09/2014",4.08,23.74,59.89,48.34,17.16,32.35,49.64,144.64,78.67,13.39,41.253,24.93,150.76,105.72,25.37
"11/09/2014",4.08,23.7,60.29,50.36,17.29,32.46,49.76,144.35,78.64,13.68,41.182,25.18,152.53,105.44,25.59
"12/09/2014",3.96,23.16,59.86,49.79,16.91,32.45,49.12,143.94,78.28,13.59,41.904,25.16,153.77,104.89,25.17
"15/09/2014",3.91,23.03,59.57,49.8,16.82,32.32,48.87,144.48,77.33,13.5,41.418,25.06,154.04,105.66,25.02
"16/09/2014",3.81,22.8,60.06,49.08,16.74,32.27,49.2,144.85,78.28,13.45,41.411,25.22,154.66,105.9,25.04
"17/09/2014",3.82,22.82,59.87,48.6,17.45,32.2,49.63,145.37,79.57,13.28,42.112,25.205,159.71,106.02,24.67
"18/09/2014",3.88,22.79,60.14,49,17.34,32.25,50.29,146.84,80.86,13.24,41.761,25.22,158.93,107.39,24.49
"19/09/2014",3.81,22.63,59.27,48.93,17.31,32.26,49.99,146.69,80.77,13.21,41.654,25.2,158.33,107,24.21
"22/09/2014",3.76,22.6,58.2,49.13,16.82,32.31,49.92,145.71,80.09,13.15,41.153,24.97,157.86,106.62,23.66
"23/09/2014",3.69,22.53,58.01,48.6,16.97,31.52,49.67,144.37,80,13.15,40.746,24.7,158,105.42,23.99
"24/09/2014",3.7,22.55,57.63,48.59,16.07,31.52,50,144.88,80.52,13.35,41.446,24.98,159.31,106.59,23.84
"25/09/2014",3.63,22.16,56.75,47.85,15.57,31.02,49.64,142.48,79.53,12.88,40.681,24.54,157.16,105.5,23.91
"26/09/2014",3.6,22.22,57.48,48.25,15.56,31.27,50.025,142.42,80.06,12.71,40.402,25,159.78,105.82,23.81
"29/09/2014",3.55,22.18,57.26,47.88,15.19,31.04,49.81,142.19,79.845,12.59,40.867,25.12,162.18,104.84,23.48
"30/09/2014",3.41,22.15,56.36,47.74,14.94,31.01,49.49,141.68,78.78,12.6,40.746,25.17,161.45,104.87,23.05
"01/10/2014",3.35,21.68,55.53,47.21,14.8,30.51,48.25,139.18,76.54,12,40.188,25.03,158.14,103.82,23.01
"02/10/2014",3.39,21.95,55.64,46.73,14.78,30.73,47.8,138.67,76.65,11.69,39.923,25.06,159.03,104.63,23.28
"03/10/2014",3.4,22.06,56.41,47.79,15,31.66,47.58,140.17,76.25,11.64,40.696,25.31,162.74,106.44,22.7
"06/10/2014",3.36,21.66,56.67,47.37,15.06,29.91,47.145,140.34,76,11.67,40.453,25.01,159.24,106.2,23.15
"07/10/2014",3.28,21.29,55.95,46.92,15.06,29.42,46.21,137.68,75.51,11.34,39.33,24.635,156.06,105.13,22.55
"08/10/2014",3.28,21.2,57.6,47.8,15.16,29.86,47.75,141.41,75.84,11.29,40.374,24.66,160.25,106.75,23.64
"09/10/2014",2.95,20.94,55.84,46.98,14.62,28.94,46.34,138.64,73.65,11.05,39.351,24.19,156.51,104.92,22.45
"10/10/2014",2.72,19.04,54.67,46.14,14.08,28.44,43.45,133.83,68.07,11.24,38.357,23.34,154.75,104.9,22.21
"13/10/2014",2.74,18.57,53.57,45.46,13.78,27.64,43.1,132.9,65.61,11.41,37.749,22.93,151.26,103.21,22.52
"14/10/2014",2.62,18.77,54.08,45.25,14.07,28.23,43.46,134.18,66.42,11.4,37.034,23.055,153.72,104.24,22.79
